date,PM2.5(微克每立方米), PM10(微克每立方米), SO2(微克每立方米), NO2(微克每立方米), CO(毫克每立方米), O3(微克每立方米), U(m/s), V(m/s), TEMP(K), RH(%), PSFC(Pa),code,
1_28,23.603530982905987,38.628846153846155,8.265870726495727,6.0922702991453,0.4034294871794861,59.112120726495746,-3.261004273504274,-0.9556036324786328,257.9470192307693,67.14460470085467,78945.60813568377,620000,
1_29,19.97408653846153,29.829385683760687,7.886447649572648,7.3587660256410246,0.44428952991452914,55.97504273504272,-0.5653952991452992,0.03208333333333324,258.7371474358973,61.59539529914531,78993.94655448721,620000,
1_30,16.85546474358975,33.38324786324786,6.085267094017096,5.191367521367521,0.3408279914529915,58.83785256410257,3.4919230769230736,-2.9483600427350427,257.9314369658119,65.92811965811966,79217.06820512823,620000,
1_31,14.041757478632476,32.94555555555556,4.26244123931624,6.901260683760683,0.39158119658119667,65.00295405982907,3.783274572649576,-1.4418910256410258,260.77463141025635,46.014439102564104,79193.37150106838,620000,
2_1,18.071223290598287,38.99360042735043,6.324391025641024,9.04425747863248,0.4627403846153847,59.70142628205127,0.23242521367521382,-1.7198076923076926,261.45498397435904,53.02805555555557,79097.386474359,620000,
2_2,12.120838675213676,24.97133012820513,4.379679487179486,6.899465811965811,0.35899572649572725,61.221463675213684,-1.4378792735042725,-0.4070352564102566,259.5435737179486,53.5065705128205,79494.31786324788,620000,
2_3,16.27040064102564,29.32903846153846,6.553189102564103,8.954663461538459,0.4555876068376072,59.72111111111112,-1.5412873931623934,0.5275480769230766,260.9755128205128,53.68341346153846,79254.98258547005,620000,
2_4,20.46807158119658,34.27531517094018,8.65236111111111,11.005496794871794,0.5207638888888894,57.734679487179484,-0.8431356837606838,0.41155982905982913,261.3281356837607,54.934545940170985,79278.37222756409,620000,
2_5,23.569348290598292,40.393605769230774,8.877938034188032,11.977825854700852,0.5445726495726493,57.161404914529896,2.560924145299146,-0.07079594017094001,263.5528632478632,49.076586538461555,79264.78337606839,620000,
2_6,23.11914529914529,39.83942841880342,7.190598290598292,11.302622863247862,0.5291025641025645,58.06423611111113,1.2009294871794869,-0.878963675213675,265.09780982905977,44.01124465811966,78991.47096688036,620000,
2_7,22.12054487179487,41.40138888888889,7.576458333333332,11.96011217948718,0.5153472222222221,54.088440170940196,0.3083814102564104,0.5924198717948719,264.2829273504273,46.79104700854701,78824.80668803415,620000,
2_8,23.371688034188033,45.61014423076924,6.930432692307694,10.361314102564101,0.4865651709401706,56.166527777777766,4.233376068376067,-1.4418696581196582,264.26965277777794,49.348354700854735,78455.74896901712,620000,
2_9,27.028579059829056,80.59769764957264,3.8084935897435903,5.350074786324788,0.3238247863247871,64.10313568376067,3.445849358974358,-3.6566613247863233,260.1900373931624,62.40717414529913,78797.12329594015,620000,
2_10,9.42284188034188,30.47597222222223,2.7471527777777776,3.283327991452991,0.2555502136752141,71.64095085470086,3.9254006410256435,-3.1383226495726486,260.3708653846154,48.081207264957264,79274.16695512824,620000,
2_11,12.110614316239321,27.74881944444445,4.6500908119658115,6.2602297008547,0.3673771367521369,71.8608226495727,2.284401709401709,-2.140048076923077,263.8120833333333,38.29938568376066,79428.00494658119,620000,
2_12,15.09036858974359,27.733766025641025,5.273231837606836,8.538525641025643,0.47527243589743584,70.7021153846154,2.8203258547008545,0.9558653846153846,267.74409188034184,33.041875,79237.35662927348,620000,
